mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample_freq,param_subsample,param_reg_lambda,param_reg_alpha,param_num_leaves,param_n_estimators,param_min_split_gain,param_max_depth,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
7.968490680058797,0.06168961209487135,2.769085645675659,0.03908670088656359,20,0.8,1.3,1.3,200,1000,0.3,25,0.7,"{'subsample_freq': 20, 'subsample': 0.8, 'reg_lambda': 1.3, 'reg_alpha': 1.3, 'num_leaves': 200, 'n_estimators': 1000, 'min_split_gain': 0.3, 'max_depth': 25, 'colsample_bytree': 0.7}",0.5116495806150978,0.48935163274964505,0.5044621888210427,0.5018211340619284,0.009292685203359031,2
3.0585478941599527,0.19457103801220732,0.42722805341084796,0.09293998413690525,20,0.8,1.3,1.2,100,400,0.4,15,0.7,"{'subsample_freq': 20, 'subsample': 0.8, 'reg_lambda': 1.3, 'reg_alpha': 1.2, 'num_leaves': 100, 'n_estimators': 400, 'min_split_gain': 0.4, 'max_depth': 15, 'colsample_bytree': 0.7}",0.49233716475095785,0.4598039215686274,0.48185776487663273,0.477999617065406,0.01355893202259719,5
6.889323155085246,0.17209937293025265,2.5771748224894204,0.025082994755010045,20,0.9,1.1,1.2,200,1000,0.3,15,0.7,"{'subsample_freq': 20, 'subsample': 0.9, 'reg_lambda': 1.1, 'reg_alpha': 1.2, 'num_leaves': 200, 'n_estimators': 1000, 'min_split_gain': 0.3, 'max_depth': 15, 'colsample_bytree': 0.7}",0.5138043986897519,0.48958333333333337,0.5103383458646616,0.5045753592959157,0.010694983633886023,1
3.2526883284250894,0.7745246556477513,0.34774231910705566,0.018809802732191332,20,0.8,1.3,1.3,100,400,0.3,20,0.8,"{'subsample_freq': 20, 'subsample': 0.8, 'reg_lambda': 1.3, 'reg_alpha': 1.3, 'num_leaves': 100, 'n_estimators': 400, 'min_split_gain': 0.3, 'max_depth': 20, 'colsample_bytree': 0.8}",0.4959465903671913,0.47058823529411764,0.48166023166023164,0.48273168577384684,0.010380191181322477,4
3.3294713497161865,0.10249051457641323,0.36484400431315106,0.019876615472603144,20,0.9,1.3,1.3,200,400,0.3,20,0.8,"{'subsample_freq': 20, 'subsample': 0.9, 'reg_lambda': 1.3, 'reg_alpha': 1.3, 'num_leaves': 200, 'n_estimators': 400, 'min_split_gain': 0.3, 'max_depth': 20, 'colsample_bytree': 0.8}",0.5040341718082583,0.47457627118644075,0.48601735776277716,0.4882092669191587,0.012125601746541387,3
